2016.08.05_23:00:40	1470430841	20.5	9.16	11.75
2016.08.06_00:00:31	1470434431	36.89	9.63	12.63
2016.08.06_00:01:30	1470434490	36.58	9.63	9.89
2016.08.06_01:00:28	1470438028	38.38	9.58	11.98
2016.08.06_01:01:29	1470438090	39.06	9.63	10.06
2016.08.06_02:00:30	1470441631	38.11	9.62	12.22
2016.08.06_02:01:32	1470441693	38.94	9.61	9.6
2016.08.06_03:00:32	1470445233	35.91	9.62	10.27
2016.08.06_04:00:30	1470448831	40.43	9.64	11.99
2016.08.06_17:00:33	1470495634	37.01	9.62	11.15
2016.08.06_18:00:28	1470499229	37.32	9.63	12.35
2016.08.06_19:00:33	1470502834	36.48	9.63	9.59
2016.08.06_20:00:35	1470506436	36.85	9.63	11.71
2016.08.06_21:00:27	1470510028	38.63	9.55	12.59
2016.08.06_22:00:36	1470513637	36.94	9.62	11.1
2016.08.06_23:00:33	1470517234	37.49	9.62	12.12
2016.08.07_00:00:39	1470520840	38.47	9.58	11.77
2016.08.07_01:00:38	1470524438	37.83	9.59	9.98
2016.08.07_02:00:37	1470528038	38.53	9.62	10.93
2016.08.07_03:00:32	1470531632	36.04	9.6	10.14
2016.08.07_04:00:31	1470535231	35.8	9.63	11.52
2016.08.07_05:00:30	1470538830	37.81	9.62	10.42
2016.08.07_06:00:32	1470542432	39.04	9.64	11.93
2016.08.07_07:00:28	1470546028	38.03	9.63	11.39
2016.08.07_08:00:34	1470549635	37.42	9.32	11.39
2016.08.07_09:00:32	1470553233	38.1	9.63	11.5
2016.08.07_10:00:32	1470556833	38.07	9.59	12.81
2016.08.07_11:00:32	1470560432	29.53	9.55	15.79
2016.08.07_12:00:31	1470564031	35.9	9.62	12.43
2016.08.07_13:00:36	1470567637	41.11	9.63	11.1
2016.08.07_14:00:40	1470571241	34.43	9.51	11.36
2016.08.07_15:00:31	1470574831	30.78	9.47	11.4
2016.08.07_15:01:28	1470574889	30.91	9.38	11.38
2016.08.07_16:00:31	1470578432	40.78	9.63	11.41
2016.08.07_16:01:21	1470578481	40.66	9.63	10.23
2016.08.07_17:00:34	1470582035	39.14	9.64	11.54
2016.08.07_17:01:35	1470582095	39.34	9.64	9.76
2016.08.07_18:00:32	1470585633	35.95	9.63	11.26
2016.08.07_18:01:28	1470585688	34.2	9.59	9.75
2016.08.07_19:00:32	1470589232	38.6	9.61	9.7
2016.08.07_19:01:25	1470589286	39.06	9.64	9.74
2016.08.07_20:00:29	1470592829	35.68	9.59	11.02
2016.08.07_20:01:23	1470592884	36.64	9.61	10.04
2016.08.07_21:00:30	1470596430	38.49	9.5	11.63
2016.08.07_21:01:31	1470596492	38.67	9.44	10.4
2016.08.07_22:00:38	1470600039	38.91	9.59	11.24
2016.08.07_23:00:33	1470603633	41.04	9.54	11.59
2016.08.07_23:01:29	1470603690	42.59	9.52	10.62
2016.08.08_00:00:33	1470607233	41.72	9.59	11.54
2016.08.08_00:01:28	1470607288	42.32	9.63	10.33
2016.08.08_01:00:33	1470610833	42.51	9.61	11.31
2016.08.08_01:01:30	1470610890	41.71	9.64	9.92
2016.08.08_02:00:35	1470614435	43.08	9.62	10.13
2016.08.08_02:01:32	1470614492	41.13	9.62	10.34
2016.08.08_03:00:30	1470618031	43.3	9.63	11.45
2016.08.08_03:01:29	1470618090	42.39	9.64	9.84
2016.08.08_04:00:35	1470621636	42.52	9.63	11.25
2016.08.08_04:01:33	1470621694	44.39	9.58	9.87
2016.08.08_05:00:29	1470625229	41.14	9.63	11.5
2016.08.08_05:01:23	1470625284	42.47	9.63	9.79
2016.08.08_06:00:36	1470628836	42.32	9.64	10.91
2016.08.08_07:00:33	1470632433	42.94	9.63	10.18
2016.08.08_07:01:32	1470632493	41.73	9.62	9.73
2016.08.08_08:00:31	1470636032	40.78	9.62	11.37
2016.08.08_08:01:26	1470636087	42.32	9.51	9.71
2016.08.08_09:00:35	1470639635	42.84	9.63	10.35
2016.08.08_10:00:30	1470643231	42.49	9.6	11.57
2016.08.08_10:01:30	1470643290	43.42	9.54	9.82
2016.08.08_11:00:33	1470646833	42.56	9.62	11.97
2016.08.08_11:01:32	1470646892	42.82	9.5	10.09
2016.08.08_12:00:28	1470650428	42.67	9.62	11.11
2016.08.08_12:01:27	1470650488	42.62	9.64	9.9
2016.08.08_13:00:31	1470654031	41.46	9.63	11.39
2016.08.08_13:01:32	1470654093	42.43	9.62	9.75
2016.08.08_14:00:35	1470657635	43.42	9.56	11.31
2016.08.08_14:01:30	1470657690	42.42	9.64	9.74
2016.08.08_15:00:35	1470661235	43.72	9.58	11.87
2016.08.08_15:01:29	1470661290	42.67	9.63	9.81
2016.08.08_16:00:33	1470664833	42.88	9.64	11.25
2016.08.08_16:01:32	1470664893	44.41	9.62	10.2
2016.08.08_17:00:35	1470668436	42.7	9.63	12.21
2016.08.08_17:01:35	1470668495	42.43	9.58	10.11
2016.08.08_18:00:36	1470672036	42.05	9.62	11.15
2016.08.08_19:00:26	1470675627	41.69	9.62	11.29
2016.08.08_19:01:26	1470675686	43.53	9.58	10.76
2016.08.08_20:00:38	1470679238	41.92	9.64	11.05
2016.08.08_21:00:26	1470682827	40.46	9.62	11.63
2016.08.08_21:01:23	1470682883	39.57	9.59	10.2
2016.08.08_22:00:30	1470686430	33.79	9.62	13.04
2016.08.08_22:01:30	1470686491	40.18	9.57	9.73
2016.08.08_23:00:39	1470690039	38.92	9.55	11.39
2016.08.09_00:00:34	1470693635	34.78	9.61	11.23
2016.08.09_01:00:35	1470697235	44.24	9.61	12.71
2016.08.09_02:00:36	1470700837	42.27	9.61	12.63
2016.08.09_03:00:37	1470704437	37.52	9.61	11.58
2016.08.09_04:00:32	1470708032	41.62	9.24	11.65
2016.08.09_04:01:33	1470708093	42.37	9.63	9.82
